K,N,L,ABUpdates,EUpdates,SyncAB,SyncAE,KeyA,KeyB,KeyE
3,4,4,52,28,100,60,da09cdbfdafeefb4a4d9bbea97a5b31a67100c8ef051169833ed8ff187e48262,da09cdbfdafeefb4a4d9bbea97a5b31a67100c8ef051169833ed8ff187e48262,c12843fe265407fc0bffb8bb1ce9255f1c7075a8d7913a2b2c44a164987adf9b
4,2,2,25,16,100,75,a4a54107d49ea09a30a33625eb884d4abd026fdb046aa69f00e8349963a88ebe,a4a54107d49ea09a30a33625eb884d4abd026fdb046aa69f00e8349963a88ebe,bb4d232c4b32f667abc7450654a6dde2c90d2de9e5edcc3c21b3d8637b5df410
4,2,2,18,8,84,84,b160d0ad872c6922ece84390aae976d95fb86f3bb4e4a556cf3521ee56b5e54c,d9760ded968ddb8c7ba861038b5493239b8a1a7b6898490fc1f4b416eab52f95,c54970fc0360406b5db37dee1813a782446b556244c1bb43459ea2b671df4006
4,2,2,37,20,100,87,5adf11343e192f56c8fddfe619a8aab4580d82aeba5320236e9514f602b81f59,5adf11343e192f56c8fddfe619a8aab4580d82aeba5320236e9514f602b81f59,acf98492f40d052fd64fce245e422732f1f43c93ddbe0b969542784e08e73a7a
4,2,2,14,10,100,65,50faee1e829f4b9a29d059e9275281e25c7f9364c667fdff07e4878c9db5868e,50faee1e829f4b9a29d059e9275281e25c7f9364c667fdff07e4878c9db5868e,00bce37a0b22765174b54e28da2fc552e745a161cd42993fd773a59c08df7aa9
4,2,2,26,14,100,81,ec41228dda5f7a91b1961f6f6fb7829d3b590e5ab48b97cc214fde4844fa383a,ec41228dda5f7a91b1961f6f6fb7829d3b590e5ab48b97cc214fde4844fa383a,c170d940a5365b2076d0d5fcff848a4f1571df05ade3a7ab680f77583b9b721a
4,2,2,50,26,100,84,b6b8446d2d735d83f8a3d7334b2eae57376baf10403bf1ffe23d312adca123d5,b6b8446d2d735d83f8a3d7334b2eae57376baf10403bf1ffe23d312adca123d5,2a6c3d2cf2bc05c143ef7f65726d6f3a19e0fe5a0d876afc502a5ce2ffe13fd9
4,2,2,48,23,100,75,294c14524bd521108d831cae80facb02d67078ad09e15de2e33147c7b856d6f4,294c14524bd521108d831cae80facb02d67078ad09e15de2e33147c7b856d6f4,2aefd24a9f0b0a33d9d9ba85c6bc506d57628181f88da4f9d9ac055b99c0461f
4,2,2,25,14,100,65,84fbe3d5ebd73b133b672e67c4b679f7afbb63a99b80a4e0588d67e2a95cbc71,84fbe3d5ebd73b133b672e67c4b679f7afbb63a99b80a4e0588d67e2a95cbc71,e6dd44bf8a9f7661380abb7c5cf491eeaac6a88201bdeaf683bf9aefffdf1225
4,2,2,30,16,100,65,62bbc3c22d56340acfcabb1ca6143604c4789d43dda20a50f713881f445027ed,62bbc3c22d56340acfcabb1ca6143604c4789d43dda20a50f713881f445027ed,4649199770ba4f69e5e5a5cc5eb14f6c2619a4c910d9119a84933bbf6e5b9fa0
4,2,2,10,3,100,31,92b7b44bd9d030a4d7273c8cb9a4675619a401df31d0c95fb6b918be6bb495cd,92b7b44bd9d030a4d7273c8cb9a4675619a401df31d0c95fb6b918be6bb495cd,13ee2f0a6d593241e0cc4e79f710d4a46087755808ef75a6b5a68e1c4a06d971
4,2,3,82,44,100,70,e8fa52716ee5fae0df3044235356050c4f96e127f8356778468a644b162aa65e,e8fa52716ee5fae0df3044235356050c4f96e127f8356778468a644b162aa65e,e61c0695ac0254aaec500c119e2ba833aef3d8e8ee71cd12bd02345241b257a6
4,2,3,56,28,100,77,e76d8f125f9a52a423b60016ec0a21e18f73d8f6a9b9fbd7431be9d4403583f8,e76d8f125f9a52a423b60016ec0a21e18f73d8f6a9b9fbd7431be9d4403583f8,298e23025a7469ba0b74a8d24f27608a2bbc59cc927dffc71e55de8da6225572
4,2,3,104,56,100,45,6f45f4394a4bc31895bbff6b814aa8026c2b402ce5e3e50f78f2303171ccbc24,6f45f4394a4bc31895bbff6b814aa8026c2b402ce5e3e50f78f2303171ccbc24,61aa0bcd42ae2a230a17a1a72be943e0ba8c54629086692a4aa4616d88d00748
4,2,3,89,39,100,79,e05b67c4ae99676c96b2f570cd463f9a1fcb533c2bcc101f62764d79ba69d8bf,e05b67c4ae99676c96b2f570cd463f9a1fcb533c2bcc101f62764d79ba69d8bf,e40788f871f5a0153a4b88314fcbeada8bde53e2e313ee365408dcf2bf379215
4,2,3,76,38,100,75,3286881f6249ade543cacbe55e20ae43b245fc4628528d01b73e44358f7efd78,3286881f6249ade543cacbe55e20ae43b245fc4628528d01b73e44358f7efd78,f6a9db68389c52197f5e2ed354fed1e3925ee4e2172308dfa807c194f6f110b5
4,2,3,45,16,100,70,865b70b07d77582643da44f75e435c36abf79607b2c799bbd0aef95c215587ae,865b70b07d77582643da44f75e435c36abf79607b2c799bbd0aef95c215587ae,825af982b129a36d7910a66024db8e1e85f4eac25f1b07443850a20c3ba190f7
4,2,3,24,13,100,68,ad43775fb47814a7e5a85269829b0b078ddeec632d0e3ca7d62199b35cbcbf93,ad43775fb47814a7e5a85269829b0b078ddeec632d0e3ca7d62199b35cbcbf93,10cfe187c6835fbbb61a7617217fe81eef5ffddd7269cbba792f1308ce5fbe6c
4,2,3,25,11,100,85,51a9eaaff68a1792070d4ee3513eef407ebb9895761ea5a5ce2cd040739e92db,51a9eaaff68a1792070d4ee3513eef407ebb9895761ea5a5ce2cd040739e92db,fca09b24d3f332f2eab3ad30e30b3cac4e725107a83071c36908f5661c5197c2
4,2,3,35,15,100,89,ad4c18b988a0f8f0f95ff3fd97f5faf1b7d5e11f885d86263faeeab312b7a71c,ad4c18b988a0f8f0f95ff3fd97f5faf1b7d5e11f885d86263faeeab312b7a71c,492e47f4645d8b11659656fb12d376a598aa3e47fbba6770496101bcfdeb1421
4,2,3,85,47,100,70,38d7ce6be58fcda74174d7628824e64a9ae6c672d9800dc288915150fcc4ab80,38d7ce6be58fcda74174d7628824e64a9ae6c672d9800dc288915150fcc4ab80,0ee2d0c7bfaa5c7da9ff31e5cacbcfb1c1142d7e1eb75a3f6d120bc2bec80651
4,2,4,49,28,95,81,1f0947010b568314958d0bf66df534dc40bfa60e111cfab72d397aac12c11b56,217fa84f4f1aead2c896e88f9c940227d09fa4c9affe8bcb009bb17694923b57,8f953e585176282e4f3a87b342e0e2c616150f27ac3a29c25cdf10ad3eda3f1a
4,2,4,58,33,100,78,8d5b6c7506c57096ba7b7a50252e473c12ce09586c92f02b08bee8f7f87624e9,8d5b6c7506c57096ba7b7a50252e473c12ce09586c92f02b08bee8f7f87624e9,0817e58d4e64ad4a1bc7039babc540549731e037b63a2471b407e50aede7335e
4,2,4,62,33,100,68,51bf46937c6bf720811efc3d03ee9eb68df85706f07312f4927f44b16703f27e,51bf46937c6bf720811efc3d03ee9eb68df85706f07312f4927f44b16703f27e,29c7041875bfdf77cec6b6d8ac677074e0c7b6252d67b4b041dc15f3a15928dd
4,2,4,123,72,90,71,4243ce8867fe6551cc834a4f12ec7faf13f06452684fa45470d1cf4188b41ceb,21d0a1d4f1060ba50929e09ce903fa18bf36b4a96cbdc305f5c67650f54a66ec,4ee34fb64abb9674272c099af82370688e7423dfdec8280f3c41ecc5735dea34
4,2,4,107,59,100,76,de1da03252136db0695fd922ed9fe200ea3a9f3792a55aef22de06464cbe4899,de1da03252136db0695fd922ed9fe200ea3a9f3792a55aef22de06464cbe4899,4f51af41e7a126055c6ac0cad71ae654a822176d4f506559dd261806c7c1e849
4,2,4,8,1,81,43,fc9413485dcb4337ea61c125c2e3a84e7ff1c2e6231ab6a9340ea9ef9ddad69b,22c660e66af7067638644ebe921202aaa360ead4e11449ac6d0989c4db127c0b,17ba15a12854be43b0fae0a2ccc24bc8a2f793ca77e1168262487cf92eb6cd0b
4,2,4,90,50,100,82,516f1ebf50d0e5283fb718912b77b6a51aecd9f9d0d4681f7e36c5aa1655a6c6,516f1ebf50d0e5283fb718912b77b6a51aecd9f9d0d4681f7e36c5aa1655a6c6,9f8154152a8099787762f1031f4844d19f7c6079df6269148a500e465a956267
4,2,4,86,34,100,65,5a9d0fd050c54a3287ebb4f3518ef5e3c5e68205b4db0d0ed61bfe0ec6d968a3,5a9d0fd050c54a3287ebb4f3518ef5e3c5e68205b4db0d0ed61bfe0ec6d968a3,68095ca80670ea0a4956554277a068269ea16c6a30b976b7f7a9a4b96d604c22
4,2,4,340,180,100,60,a9bc8de180d8fa5584161cbeead4911fdeacf46628a763f8cdf9e9c82b0c00c2,a9bc8de180d8fa5584161cbeead4911fdeacf46628a763f8cdf9e9c82b0c00c2,5adbcdd3d7dc840ea414400679b29d83c5c1f7b9ed2a9fe92d779d871e8fdaf3
4,2,4,29,15,79,46,a94f62a45d5c595675394295f5788406113e20d7b718355ea172f4345afcbfee,9ecd912f86addf618c4c7a5ad5a26d71af9ae56a9b09d0d72cfe1beb735e3822,bdf5c68d68fa9ffb4db8c07a7586ee0a04d2eece50562cd7af03cdce63b9573e
4,3,2,46,32,100,70,b74f90bbbedb4ac0436fe9572763a9ebdc45d9b0a287b9952236f48cb185fec0,b74f90bbbedb4ac0436fe9572763a9ebdc45d9b0a287b9952236f48cb185fec0,d29205fcf1200d8494b053bdcae896a60f966ddd15ad0c838a87051152ed24e5
4,3,2,109,43,100,70,7c6c5a42869a653db38a2603b8946edfbec0a800cecb8a54c0ec16ab69bcaf4f,7c6c5a42869a653db38a2603b8946edfbec0a800cecb8a54c0ec16ab69bcaf4f,fce7030b5a1ecf48741da937fe88e754da0eda099cf9e38f971538f6ecce4c1f
4,3,2,83,44,100,75,5b891965daf02e3acd395cd81e8b16896b86de1f7cf68878b67866d1dde214bf,5b891965daf02e3acd395cd81e8b16896b86de1f7cf68878b67866d1dde214bf,52ce591b0d6e7e8945767ef7278901cd5065b3e3a84dfe64fc4c348fbc58244d
4,3,2,94,50,100,79,1fbc4348aa6b9542d54d1b53d16b941fe9eca2a38d0587926106b549d7c9fa82,1fbc4348aa6b9542d54d1b53d16b941fe9eca2a38d0587926106b549d7c9fa82,2b7f6894d9915460d55eb6b7f68ac35f94668cb0fc9ffa53ad997867d1158d01
4,3,2,44,21,100,64,31beea7106ad9eb0726c9e52f725bbd5ba4daa106ee56f27eec0c368d1992259,31beea7106ad9eb0726c9e52f725bbd5ba4daa106ee56f27eec0c368d1992259,9e1e6e89f2a0594b7d8b3b57674376c4ce06ea296b4989f8db6a108106e2bf8c
4,3,2,24,14,100,62,ac36ddd5ae24e5e29f0f1c2c999370c92c3ae033c84ba2256128ed647646df1b,ac36ddd5ae24e5e29f0f1c2c999370c92c3ae033c84ba2256128ed647646df1b,2c3940e98c6f61ded7808c85e4a27c477abe6c8ec31eb71ca5fdcf1a775b06d3
4,3,2,57,29,100,62,9e8f0865688a5504624f3ebf31dad8b0fcac56fbd18ec33e1227b9f15ef2bb13,9e8f0865688a5504624f3ebf31dad8b0fcac56fbd18ec33e1227b9f15ef2bb13,4909efa5379fd115f7f7b26feae8ad462e7cbe78981e8cc616d6e666ef806223
4,3,2,45,24,100,62,3fcc5597024d53f81bd200a74748ba8558bdbfadbdbfe8de0a93bbe78687c7b9,3fcc5597024d53f81bd200a74748ba8558bdbfadbdbfe8de0a93bbe78687c7b9,5f67c77ec8087a6bcc5e5eb1052ec63d05a33be5d516ab449354db2b330c0fc6
4,3,2,85,40,100,79,bfcf4a3fd31fd582484bec7105c2f03a85a1bff3efe0c57c9bf1fc7501e8ecad,bfcf4a3fd31fd582484bec7105c2f03a85a1bff3efe0c57c9bf1fc7501e8ecad,9beb0d2cae2f5b683f1627e2360283764b7fbc1aaba0124b0a6737e176aea306
4,3,2,49,31,100,70,e0bae1fb75160737de169ce1cc214d24f7ec88ef1c2da08dff2d85a7365fafde,e0bae1fb75160737de169ce1cc214d24f7ec88ef1c2da08dff2d85a7365fafde,44e7266dd12eb0ec8233825ae9301f063708b3d7d7ee3d7b3c2452ee86f6332c
4,3,3,54,26,100,65,e65d158cfafa0a2fe381398e63c19bc36470449994330d6333a048a251210a88,e65d158cfafa0a2fe381398e63c19bc36470449994330d6333a048a251210a88,7c404a18a7b478d46fd1f9945114d9b66aa3b64a5a44aa9a391dbc3b1a904d95
4,3,3,96,50,100,75,0a8dc660d1efae9f2f999d4b4f11a17783d355eddae810aa3469c3e651485b86,0a8dc660d1efae9f2f999d4b4f11a17783d355eddae810aa3469c3e651485b86,6e42c523e7359f92c255873f51ded0c30f1824f74c21921018505a35643892d9
4,3,3,112,66,100,72,0e9af31e9926a822fd2c4d3ad3a57e7e291c66e2619af1cde06de7049486f860,0e9af31e9926a822fd2c4d3ad3a57e7e291c66e2619af1cde06de7049486f860,abed0e06233e4314e9b25ef2b5c2f9cb6cfea18441d09051a05964b5384494e2
4,3,3,121,58,100,63,8c1be323b38ddacda27cd082b2f9826980335c777846fa2d91360f5d8d450471,8c1be323b38ddacda27cd082b2f9826980335c777846fa2d91360f5d8d450471,976e2084b75b1f052cd457812cb72074bfef6d21e0b5b2d044f933e971173d82
4,3,3,25,10,100,79,9d74105f5cdb436664175069a043861548a85aaac4237a80c3fe8950a7669ea5,9d74105f5cdb436664175069a043861548a85aaac4237a80c3fe8950a7669ea5,608953fcc6507ed1cefb68e9acea91f2ead602c4d16f67eebfb9350a1ee98da3
4,3,3,148,74,100,80,7c39df4de91fa241b9a99ca0838c5535d4115f945007e28d205db83109add792,7c39df4de91fa241b9a99ca0838c5535d4115f945007e28d205db83109add792,ffd2265c3bdecef9f7764da4e760942af8970d94a2f993da52f273f79be27895
4,3,3,173,87,100,72,87106e183bef5f6dfa688432ea902d91832a1ed6f51779c47d62ae9fd17b6741,87106e183bef5f6dfa688432ea902d91832a1ed6f51779c47d62ae9fd17b6741,cb7ff6d53f672a348ec6db54eb86047449b3ef65314cb3e3d2bc11a3d5b624c2
4,3,3,142,75,100,68,0b312e27a3d9749216207272ff2bd5cda266612c8bdfedbadf0b27f66261fb6b,0b312e27a3d9749216207272ff2bd5cda266612c8bdfedbadf0b27f66261fb6b,e40779c4e7d1837b066ba5219d9cbdb5635a41f757f3d0272995030524d99bae
4,3,3,95,45,100,72,eb3a88b91a89eea3f1fa7158f2a3a52d86f4db7e2b249749211f61cbef6c6164,eb3a88b91a89eea3f1fa7158f2a3a52d86f4db7e2b249749211f61cbef6c6164,40195ca9722d32fe6eedb08d26fd8f33dfdc9369cd29b2c1c14415dc1c4f54c7
4,3,3,84,45,100,86,76881f908abc672c3039027af249230ae81ce5523db4eb29aec07304f723e27d,76881f908abc672c3039027af249230ae81ce5523db4eb29aec07304f723e27d,9c9e6beebc065ba4e0584021d0f46114d814bb8285f8ee0b71b11890604b4605
4,3,4,167,93,100,89,36a21824aea8acffa047c0ee0131f558d87ac034bc856e73c6d00fb786098ca5,36a21824aea8acffa047c0ee0131f558d87ac034bc856e73c6d00fb786098ca5,19b12c0574c92f9160066deba24a0dd9bf2505998154243b5c5686d4f008d62f
4,3,4,97,53,100,78,0097293e2e79fecfcc51292248982c7a21e722b74f9072f08bb6f40c9d519fb1,0097293e2e79fecfcc51292248982c7a21e722b74f9072f08bb6f40c9d519fb1,b65de1576c86ee1f81b5d6de333ed67379e5d14f86f1919136e92e0baf68f401
4,3,4,94,42,100,65,e078ab6c64608c21c96e11a9ab330fbde91e2e419b8ca6f3c906554cd89cd66c,e078ab6c64608c21c96e11a9ab330fbde91e2e419b8ca6f3c906554cd89cd66c,20039bf6091557c392f16698546cdc8587feb804a6917982980c93250a555f73
4,3,4,170,87,100,84,6b168f5b1be5f668552a70113e95999a66405e0784008f9df80c9a71a58aa8f8,6b168f5b1be5f668552a70113e95999a66405e0784008f9df80c9a71a58aa8f8,41eafeb324993062e01760fafbe123d4f09fc5ba4086c1171cc9724be192d5b6
4,3,4,74,51,100,95,732727fa03e1abe51b2ce7f5873bb11b2d811623c3339940c2ee51bb9c65c1fd,732727fa03e1abe51b2ce7f5873bb11b2d811623c3339940c2ee51bb9c65c1fd,b5878e3aebdea24934bc266c099997592f386814b67b904f2118171e9ba49821
4,3,4,269,143,100,85,251df1660acb5028bcaa14d697790bdf6c66d97988382d1a26a37d09cba766fb,251df1660acb5028bcaa14d697790bdf6c66d97988382d1a26a37d09cba766fb,a5094747792109821b1fb47a322b8caed9088838bf104ad4a710110f6429b001
4,3,4,130,61,100,62,c05640f7fb25df003e50b2edd10c178f050004986cb62bf9887a005fbecd1c8c,c05640f7fb25df003e50b2edd10c178f050004986cb62bf9887a005fbecd1c8c,5627e9ffb8239c0a5e24b2161f7127ed648036301813194bd3db1bb6ba186ccd
4,3,4,287,145,100,60,9e1e059d83f5fdb57e23e9d26c0097f1c7fcc60ebe85b625b210c5304513c15b,9e1e059d83f5fdb57e23e9d26c0097f1c7fcc60ebe85b625b210c5304513c15b,4599a52546c29d35bded1db16d7e09c9411fed003fa8e3a7b78b55da68cd898a
4,3,4,244,113,100,69,92a3d8a827f343049abfd21ac343851f7483dda966f64fb1b493174393db6738,92a3d8a827f343049abfd21ac343851f7483dda966f64fb1b493174393db6738,9a58dd04af81515e2a81699e9047a8b631bd8e4e073932fbf838dc1fb3b5b9d1
4,3,4,35,26,82,86,12349285b068404b4b1b0e1206ed75425c69d0c8dea48c5d48de259e3e8e2641,53bb34eb40ccd30187f790d42f48483e2da53a8e64cd5b8bc27bf9c87870e7a1,f196d662904d585ca43bc7b63c9f62a7033d57e6c9b68c4d4cddd7d5fdd836bc
4,4,2,76,42,100,57,56a977c13abd08955ea3dc11f547aaab1857a4baed968ae1006271809635efb2,56a977c13abd08955ea3dc11f547aaab1857a4baed968ae1006271809635efb2,39dd66c7e0afefd6c57a4306c2adf03c1963bedec0544f245f1f847e163727df
4,4,2,31,11,100,60,e7e8bc5250be7f4bb75880e6f372deedc330a373cafceba9c1e8945b735f0096,e7e8bc5250be7f4bb75880e6f372deedc330a373cafceba9c1e8945b735f0096,f44e156ef53c06588f0f5f230a505f057d43b4695e063c98894cf7f0bc87c31d
4,4,2,67,38,100,89,088dfe73237cd732d17d2bed70f4bbf66d628d268604429f02cda82c44a4799e,088dfe73237cd732d17d2bed70f4bbf66d628d268604429f02cda82c44a4799e,047e2ebe87a06344e121d24cb2625279da7a8e17b2fb2682d71020adfd15e081
4,4,2,35,21,100,51,d1503c5fd212b92f3d102b3602e364236f8f6204eaaf05bf2e91a8055aa7a705,d1503c5fd212b92f3d102b3602e364236f8f6204eaaf05bf2e91a8055aa7a705,a73ae697f2986d83c826df99e2334600d466e237b1538bb74f90421923aa2d21
4,4,2,51,36,100,85,f7fc16699fb20306841ce9c867f89cbb5e9d66e4b0b5d921ad6eed7e18a46fd9,f7fc16699fb20306841ce9c867f89cbb5e9d66e4b0b5d921ad6eed7e18a46fd9,8fc881cf179ac16cdabaa55cbae28611cb2bf39916b1c1647c3038e8925d7c9d
4,4,2,46,20,100,82,6b4f8f24ac4b8ab22f01ddab89bab1b31a303de341354e773d52ca271bc21995,6b4f8f24ac4b8ab22f01ddab89bab1b31a303de341354e773d52ca271bc21995,0dbf653c4baa7ac9b9b2bff3f903f9e343933fcd4785aa1b369f690b3049fceb
4,4,2,34,12,100,75,05f5b17cb350f0d0f7f1f0707246ad245b3796fbf530b685c381d8f4f200e708,05f5b17cb350f0d0f7f1f0707246ad245b3796fbf530b685c381d8f4f200e708,4d74d2da76bd1103ab7ee86cb3111659821eee2fc00f1a11dd872ec79ab445c5
4,4,2,29,16,100,50,b95cbe7d6979b3ec1a2721d01090e688cf3ba7530d03ae1a8f4db9218de3884c,b95cbe7d6979b3ec1a2721d01090e688cf3ba7530d03ae1a8f4db9218de3884c,89b5b6bce77c3c69b93b098b4eae4c58931e415832f88b405a85e44482449e9b
4,4,2,38,20,100,71,ecc0be709cbb90b13f6fc4d5d71e8d4ad3301fb556bc8b3d4b7ca8d7f15b10ff,ecc0be709cbb90b13f6fc4d5d71e8d4ad3301fb556bc8b3d4b7ca8d7f15b10ff,a1e4617509ec72364a2ea61c52aa2f0b51a06a214bc7f5a6a9f0f55880723b1f
4,4,2,99,50,100,75,110fc8b844d952555c3de8a2767733254960d72acaf5f1eebada22387e562d15,110fc8b844d952555c3de8a2767733254960d72acaf5f1eebada22387e562d15,a9434b74c7c51e21ac316884bf720cd4560f77c20bb193f54ccce435c06702f4
4,4,3,142,79,100,60,20708142702608c5d03b08af323077e17a3711d1a3e5125b0185157ed022735a,20708142702608c5d03b08af323077e17a3711d1a3e5125b0185157ed022735a,edffbed61e686ec5a0976449c33f818355d103c43fb62927b5901bb1403bf268
4,4,3,56,29,100,60,0affb9961e3804e16a03bbe4aa88bde136c00bf12b1119ae9b0f232b1fc7a5e4,0affb9961e3804e16a03bbe4aa88bde136c00bf12b1119ae9b0f232b1fc7a5e4,b1ee91f79936890ae23fd45e88178d3bff55c95354651576d5dc93c877b164aa
4,4,3,249,123,100,73,166744ca3e8356efc3d7168b6c307988046c07ac9aa528ff4f02451b80fe6701,166744ca3e8356efc3d7168b6c307988046c07ac9aa528ff4f02451b80fe6701,d18b52993529f5409dd71e5f771ff343ca507a87d66436e972ef09c7d40b0717
4,4,3,140,77,100,80,ccef82460e705d68cc62971f449763a397b91e1c67a1e52ad0631a4a4c552c21,ccef82460e705d68cc62971f449763a397b91e1c67a1e52ad0631a4a4c552c21,2f0a0f6072d09bddc11d0dd64a57d3e249d1b5fa107c12ebd314a6e40a9188e8
4,4,3,110,52,100,72,756b8ca8b7b7543fba443a2040852f0020b23dfcbd1d00e2c3dd011ef57b2243,756b8ca8b7b7543fba443a2040852f0020b23dfcbd1d00e2c3dd011ef57b2243,ac1b1116b60d8e031ba8623c20522302c5f0e86be376ff238c502ea9ec0d5587
4,4,3,121,44,100,66,3ce1fd8c7152b03d625da5ec6a9e82986cf94abe7b89cb2aa38913efa5db40d4,3ce1fd8c7152b03d625da5ec6a9e82986cf94abe7b89cb2aa38913efa5db40d4,be35a6b96537041daed271b0745f6a8c689e4c5a09bd9f102adf46ba3926801b
4,4,3,133,57,100,63,ad3ec2896685bfe42518dd5ed29cfdfed112795aa2c2257f100577d692aa3e2e,ad3ec2896685bfe42518dd5ed29cfdfed112795aa2c2257f100577d692aa3e2e,939bc6cf1046c1b41e1fb507ac656fed961e456ff72bebffe6c2ba7fa97c5efc
4,4,3,74,45,100,85,cfa20774b2e9c0d110fca7e4f65e981a0faad679f3b0f681765b8c4db880a216,cfa20774b2e9c0d110fca7e4f65e981a0faad679f3b0f681765b8c4db880a216,f0b18719c5985082a78d157598b292b4b381ebfd493918bee2fe7efc4925bd89
4,4,3,157,75,100,77,1847cb0694d5d4fd1ef54b0a9514d2be631739bfaf4ec4bed153c5376caf7c10,1847cb0694d5d4fd1ef54b0a9514d2be631739bfaf4ec4bed153c5376caf7c10,82a4a73d103ba8fa02f5c5bf00dce906c1703d4f0b6f1f08c7c45fec275a3b1a
4,4,3,110,59,100,70,3ea6608943b4f50c3f926f3997bcdfca3e205efc7cf7715757d540109e0e89bb,3ea6608943b4f50c3f926f3997bcdfca3e205efc7cf7715757d540109e0e89bb,fb42a28de6229866312078b7807bc64dc0405f58e33a6c3d7eb58837ad37bc99
4,4,4,124,64,100,75,5d0a4af636b44498dc9bd1267d6d6213f301d70bc9c9b05b8df937d32d463f5b,5d0a4af636b44498dc9bd1267d6d6213f301d70bc9c9b05b8df937d32d463f5b,1b2b063380416a1065fdedaba69862576e59787b061d7f15551592ed1de7298d
4,4,4,120,56,100,62,2dee7f11730fe86b727638cbe5ebf77e60c498cffd92df7214384d018c85de49,2dee7f11730fe86b727638cbe5ebf77e60c498cffd92df7214384d018c85de49,4c94af39893d806dff78ccd15ff2b9a7330aa2aa0e943247a90a3fd888138a02
4,4,4,181,92,100,71,20cd188a2d13246ffcb172ea268577f3e66e969bce1cedfa81584dac8ed09c27,20cd188a2d13246ffcb172ea268577f3e66e969bce1cedfa81584dac8ed09c27,6757c721c6c589d61e5603ad37ffd76be5d1cf3f8e8893f6dc2170ca0229d16a
4,4,4,112,46,100,64,e4010ce132b6ecf6a570c984e1916fe1dd79e145109f338e06b0998eeaf98885,e4010ce132b6ecf6a570c984e1916fe1dd79e145109f338e06b0998eeaf98885,164e4b45b489db7925c475868efa04553752acbebcf03cc5828774783ae776af
4,4,4,179,95,100,55,608fa97aba65f3818f8c7f92b0118b6b84e7a2d46148d4f8a51a36f43ac82c28,608fa97aba65f3818f8c7f92b0118b6b84e7a2d46148d4f8a51a36f43ac82c28,ca9927a1e9ef90f15d8935a0b979dc687c0cdd8b9e60d0b2824ea6d57cae8bba
4,4,4,250,138,100,68,367bd9c931cbc5c04ef55a712f86520038a82c0f2414a31a5b52c4a3992e39fd,367bd9c931cbc5c04ef55a712f86520038a82c0f2414a31a5b52c4a3992e39fd,6142df7fe62ffcc81cea25e0bb268b57228804174603ca48b3e1b235bae04047
4,4,4,259,138,100,71,b814f18776eacc1de96adda4bf807098ac431c58151b3c88c5ba0a7c4f9aa953,b814f18776eacc1de96adda4bf807098ac431c58151b3c88c5ba0a7c4f9aa953,0a76a1c7dbc2ab85babd0cdc5d1039212efeef1affbd77ed5feb9e502d7c4de2
4,4,4,251,144,100,81,82a91875090f222f39c11ce6f6feaed1364e0a79703e8e6f95f821a26b3eb920,82a91875090f222f39c11ce6f6feaed1364e0a79703e8e6f95f821a26b3eb920,9650cb71afc1e4a24dd551e2c573b28095583d40ae50179d759f8ef99156ae3d
4,4,4,97,53,100,71,15feaed8b3c34fef3c193d39b4d9b4969c1120b0befbe8546c5a39026306627c,15feaed8b3c34fef3c193d39b4d9b4969c1120b0befbe8546c5a39026306627c,cd6b28a1ddf7db3fd24b07a5cc386c398601de5a18c399baedbdb1f9d273913f
4,4,4,131,72,100,75,d1b564eb603f1824bee952209ca3f52c9c85062cafeb06cbea4bedf0e03f2bf0,d1b564eb603f1824bee952209ca3f52c9c85062cafeb06cbea4bedf0e03f2bf0,c1b66de28303d81b46ea925e30b7a440076fc2f09139c179bc8d79a85f086588
